Respondent ID,Collector ID,Start Date,End Date,Custom Data 1,Would you like to participate in this survey? Please select yes or no and click next.,"Which of the following best describes your current role in your school district or charter school system (referred to as a local education agency, or LEA)?Please select only one answer.","In total, how many years have you served in this role for this LEA? Please provide a number in the box below.","Including all schools, approximately, how many K-12 students were enrolled in your LEA in school year 2018-19?Please select only one answer.",How many school board meetings have you attended during the 2018-19 school year (including only full school board meetings that are open to the public)?Please select only one answer.,"Thinking about the school board meetings in which you have participated this school year (2018–19), how often did your school board focus on the following topic areas or activities?Please select one answer in each row.",,,,,,,Has your school board developed and adopted a vision for the LEA?Please select only one answer.,Has your school board adopted goals related to student outcomes that are currently being used?Please select only one answer.,How many goals related to student outcomes does your school board have in place for the 2018–19 school year? Please provide a number in the box below.,"In the text boxes below, please provide examples of two of the goals related to student outcomes that the school board has in place for the 2018-19 school year.",,"Thinking about the total amount of time spent in all Board-authorized public meetings together in 2018-19, approximately what percentage of time has been spent setting or monitoring goals related to student outcomes?Please select only one answer.",What is your assessment of the amount of time your school board has spent setting and/or monitoring goals related to student outcomes in 2018-19?Please select only one answer.,"In 2018-19, to what extent is the superintendent’s performance evaluation based on the LEA’s progress on achieving student outcome goals?","In 2018-19, to what extent have the following groups of stakeholders provided input to the school board regarding development of goals or vision?",,,,,,,,,To what extent do you agree or disagree with the following statements regarding school board discussions?Please select one answer in each row.,,,How often does your school board engage in the following monitoring activities?Please select one answer in each row.,,,To what extent do you agree or disagree with the following statements about operating procedures of the school board and superintendent?Please select one answer in each row.,,,,,,,Have you completed the Lone Star Governance (LSG) workshop training?Please select only one answer.,How many school board members from your LEA have received training on LSG?Please select only one answer. ,To what extent do you agree or disagree with the following statements regarding LSG?Please select one answer in each row.,,,,,,,
10785181452,236400038,6/8/2019 12:02,6/8/2019 12:07,,"Yes, I agree to participate.",School Board Member,10 years,"15,000-49,999",More than 12,In most meetings,In a few meetings,In most meetings,In a few meetings,In a few meetings,In every meeting,In a few meetings,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10784885929,236394063,6/8/2019 7:06,6/8/2019 7:16,,"Yes, I agree to participate.",Superintendent,3,"5,000-14,999",More than 12,In most meetings,In every meeting,In every meeting,In most meetings,In a few meetings,In every meeting,In every meeting,Yes,Yes,3," 1.	The percentage of students in 3rd grade reading, scoring MEETS grade level, as measured by the State Assessment (STAAR) will be 56% by the end of the 2019-2020 school year","2.	Percent of students at the completion of grade 9 who score MEETS grade level or MASTERS grade level in Algebra I and English I will increase from 18% to 50% by the end of the 2019-2020 school year.",26-50%,About the right amount of time,"Mostly, but other measures are also considered.",Moderate Input,Substantial Input,Limited Input,Limited Input,Limited Input,Limited Input,Limited Input,,,Agree,Strongly Agree,Strongly Agree,Monthly,Bi-Annually,Quarterly,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Yes,All,Agree,Agree,Agree,Agree,Agree,Agree,Not Applicable,Agree
10784849057,236392571,6/8/2019 6:22,6/8/2019 6:36,,"Yes, I agree to participate.",School Board Member,4,"Less than 1,000",More than 12,In a few meetings,In most meetings,In a few meetings,In a few meetings,In a few meetings,In most meetings,In a few meetings,Yes,Yes,3,Student Performance in Reading/writing as demonstrated on STATE will improve 5%StARR,Students participation in a career certification will increase by 5 %,51-75%,About the right amount of time,"Mostly, but other measures are also considered.",Substantial Input,Moderate Input,Moderate Input,Limited Input,Moderate Input,Limited Input,Limited Input,,,Strongly Agree,Strongly Agree,Agree,Quarterly,Bi-Annually,Bi-Annually,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Yes,All,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree
10781995913,236393604,6/6/2019 20:41,6/6/2019 21:08,,"Yes, I agree to participate.",School Board Member,2,"1,000-4,999",12,In most meetings,In a few meetings,In every meeting,In most meetings,In a few meetings,In every meeting,In most meetings,Yes,Yes,5,Increase reading level by 1 grade,School grades up by one from C to B,51-75%,About the right amount of time,"Mostly, but other measures are also considered.",Substantial Input,Substantial Input,Substantial Input,Substantial Input,Substantial Input,Substantial Input,Substantial Input,Substantial Input, Partners   Business potential employer ,Strongly Agree,Strongly Agree,Strongly Agree,Quarterly,Quarterly,Quarterly,Agree,Agree,Strongly Agree,Strongly Agree,Not Applicable,Agree,Not Applicable,Yes,All,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
10781155686,236401834,6/6/2019 13:19,6/6/2019 13:32,,"No, I do not wish to participate in the survey.",School Board Member,2,"5,000-14,999",10,In a few meetings,In a few meetings,In most meetings,In a few meetings,In a few meetings,In a few meetings,In a few meetings,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10780606920,236401226,6/6/2019 9:45,6/6/2019 9:49,,"Yes, I agree to participate.",School Board Member,6 years,"Less than 1,000",More than 12,In most meetings,In most meetings,In most meetings,In a few meetings,In a few meetings,In most meetings,In a few meetings,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10779650369,236402708,6/5/2019 23:14,6/5/2019 23:20,,"Yes, I agree to participate.",School Board Member,13,"Less than 1,000",10,In most meetings,In most meetings,In every meeting,In every meeting,In every meeting,In every meeting,In a few meetings,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10779535641,236403260,6/5/2019 21:29,6/5/2019 21:33,,"Yes, I agree to participate.",School Board Member,Less than a year.,"5,000-14,999",9,In a few meetings,In a few meetings,In every meeting,In a few meetings,In a few meetings,In every meeting,In every meeting,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10779508352,236404294,6/5/2019 21:09,6/5/2019 21:10,,"Yes, I agree to participate.",Superintendent,4,"1,000-4,999",More than 12,In a few meetings,In most meetings,In a few meetings,In a few meetings,In a few meetings,In a few meetings,In no meetings,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10779494625,236401226,6/5/2019 20:58,6/5/2019 21:00,,"Yes, I agree to participate.",School Board Member,6,"Less than 1,000",More than 12,In every meeting,In every meeting,In every meeting,In every meeting,In every meeting,In most meetings,In no meetings,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10778967332,236400038,6/5/2019 15:44,6/5/2019 15:46,,"Yes, I agree to participate.",School Board Member,13,"15,000-49,999",More than 12,In a few meetings,In most meetings,In most meetings,In a few meetings,In most meetings,In most meetings,In a few meetings,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10778932231,236387974,6/5/2019 15:29,6/5/2019 15:41,,"Yes, I agree to participate.",School Board Member,2 1/2,"15,000-49,999",More than 12,In a few meetings,In a few meetings,In a few meetings,In most meetings,,In every meeting,In most meetings,Yes,Yes,3,K thru 2 will 75% reading at grade level by2030,4 yr graduation rate will be at 95% by 2020,26-50%,Not enough time,Entirely,Substantial Input,Substantial Input,Substantial Input,Substantial Input,Moderate Input,Moderate Input,Moderate Input,,,Strongly Agree,Strongly Agree,Strongly Agree,Monthly,Annually,Monthly,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Yes,All,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
10778530264,236389336,6/5/2019 12:47,6/5/2019 13:04,,"Yes, I agree to participate.",School Board Member,4,"50,000 or more",More than 12,In most meetings,In every meeting,In most meetings,In a few meetings,In most meetings,In most meetings,In every meeting,Yes,Yes,6,"Active, project-based and blended learning: Inspire and support engaging learning experiences in every classroom, every day.",College and career readiness and school options: Ensure students are prepared for their future and that families have choices for school experiences.,26-50%,About the right amount of time,"Mostly, but other measures are also considered.",Substantial Input,Substantial Input,,Moderate Input,Moderate Input,Limited Input,,,,Agree,Agree,Disagree,Quarterly,Bi-Annually,Annually,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Yes,Some,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
10778337359,236394773,6/5/2019 11:32,6/5/2019 11:36,,"Yes, I agree to participate.",School Board Member,6,"Less than 1,000",9,In most meetings,In most meetings,In every meeting,In a few meetings,In a few meetings,In every meeting,In a few meetings,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10778203763,236404294,6/5/2019 10:39,6/5/2019 11:14,,"Yes, I agree to participate.",School Board Member,5,"1,000-4,999",More than 12,In every meeting,In every meeting,In every meeting,In most meetings,In most meetings,In most meetings,In a few meetings,Yes,Yes,4,Higher graduation rate,Higher exceeding rates,26-50%,About the right amount of time,"Mostly, but other measures are also considered.",Limited Input,Limited Input,Limited Input,Limited Input,Limited Input,No Input,Limited Input,,,Agree,Agree,Disagree,Bi-Annually,Bi-Annually,Bi-Annually,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Yes,All,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
10778094938,236389469,6/5/2019 10:00,6/5/2019 10:04,,"Yes, I agree to participate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10778041754,236387796,6/5/2019 9:44,6/5/2019 9:57,,"Yes, I agree to participate.",School Board Member,3,"5,000-14,999",More than 12,In most meetings,In every meeting,In most meetings,In every meeting,In most meetings,In most meetings,In a few meetings,Yes,Yes,,,,26-50%,About the right amount of time,"Mostly, but other measures are also considered.",Substantial Input,Moderate Input,Moderate Input,Moderate Input,Moderate Input,Limited Input,Moderate Input,,,Strongly Agree,Strongly Agree,Agree,Monthly,Quarterly,Quarterly,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Yes,Some,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree
10777987586,236403076,6/5/2019 9:27,6/5/2019 9:39,,"Yes, I agree to participate.",Superintendent,,"1,000-4,999",12,In a few meetings,In most meetings,In most meetings,In a few meetings,In most meetings,In a few meetings,In a few meetings,Yes,Yes,2,85% STAAR Reading,85% STAAR Math,0-25%,Not enough time,"Somewhat, but other measures are more important.",Moderate Input,Moderate Input,Moderate Input,Moderate Input,Limited Input,Limited Input,Limited Input,Limited Input,,Strongly Agree,Strongly Agree,Agree,Quarterly,Annually,Don't Know,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Yes,I don't know,Not Applicable,Strongly Agree,Not Applicable,Strongly Agree,Disagree,Not Applicable,Not Applicable,Strongly Agree
10777891745,236403076,6/5/2019 8:54,6/5/2019 9:04,,"Yes, I agree to participate.",School Board Member,20,"Less than 1,000",9,In a few meetings,In most meetings,In most meetings,In a few meetings,In a few meetings,In most meetings,In most meetings,No,Yes,1,Monitor test outcomes more frequently ,,26-50%,Not enough time,"Mostly, but other measures are also considered.",Moderate Input,Moderate Input,Limited Input,Limited Input,Limited Input,No Input,No Input,,,Strongly Agree,Strongly Agree,Agree,Quarterly,Don't Know,Don't Know,Not Applicable,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Yes,All,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Agree
10777789139,236393604,6/5/2019 8:14,6/5/2019 8:24,,"Yes, I agree to participate.",School Board Member,3,"5,000-14,999",9,In a few meetings,In a few meetings,In a few meetings,In a few meetings,In a few meetings,In every meeting,In a few meetings,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10777748364,236392998,6/5/2019 8:01,6/5/2019 8:30,,"Yes, I agree to participate.",Superintendent,5,"Less than 1,000",More than 12,In a few meetings,In most meetings,In every meeting,In most meetings,In a few meetings,In every meeting,In a few meetings,Yes,Yes,3,"1.	Percentage of students reading and writing at or above grade level for grades 3 through English 11 shall increase by four percentage points annually between spring 2017 and spring 2021.","3.	Percentage of students who demonstrate at least one year of academic growth shall increase four percentage points annu-ally in reading and math between spring 2017 and spring 2021.",76-100%,About the right amount of time,"Mostly, but other measures are also considered.",Substantial Input,Substantial Input,Substantial Input,Substantial Input,Substantial Input,Substantial Input,Substantial Input,,,Strongly Agree,Strongly Agree,Strongly Agree,Monthly,Quarterly,Monthly,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Yes,All,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
10777219389,236393604,6/5/2019 2:23,6/5/2019 2:24,,"Yes, I agree to participate.",School Board Member,3,"5,000-14,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10777087094,236400356,6/5/2019 0:14,6/5/2019 0:15,,"No, I do not wish to participate in the survey.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10777047701,236390868,6/4/2019 23:31,6/4/2019 23:50,,"Yes, I agree to participate.",School Board Member,3,"15,000-49,999",More than 12,In every meeting,In most meetings,In most meetings,In no meetings,In no meetings,In most meetings,In most meetings,Yes,Yes,3,Reading mastery,College readiness,0-25%,Not enough time,Entirely,No Input,Substantial Input,Limited Input,Moderate Input,No Input,No Input,No Input,,,Disagree,Disagree,Agree,Quarterly,Annually,Quarterly,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Yes,All,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
10776929066,236401385,6/4/2019 21:37,6/4/2019 21:46,,"Yes, I agree to participate.",Superintendent,3,"5,000-14,999",More than 12,In every meeting,In every meeting,In every meeting,In every meeting,In a few meetings,In every meeting,In most meetings,Yes,Yes,3,,,26-50%,About the right amount of time,Not at all.,Moderate Input,Moderate Input,Limited Input,Limited Input,Moderate Input,Limited Input,Limited Input,,,Strongly Disagree,Strongly Disagree,Agree,Monthly,Don't Know,Monthly,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Yes,Some,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree
10776882990,236400356,6/4/2019 21:02,6/4/2019 21:02,,"No, I do not wish to participate in the survey.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10776792621,236394773,6/4/2019 19:55,6/4/2019 20:07,,"Yes, I agree to participate.",Superintendent,3,"Less than 1,000",More than 12,In most meetings,In a few meetings,In most meetings,In a few meetings,In a few meetings,In most meetings,In a few meetings,Yes,Yes,3,,,0-25%,About the right amount of time,"Mostly, but other measures are also considered.",Substantial Input,Moderate Input,Moderate Input,,Limited Input,Limited Input,Limited Input,,,Agree,Agree,Disagree,Quarterly,Quarterly,Quarterly,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Yes,All,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree
10776737747,236390093,6/4/2019 19:14,6/4/2019 19:45,,"Yes, I agree to participate.",School Board Member,this is my third year,"Less than 1,000",9,In a few meetings,In most meetings,In a few meetings,In a few meetings,,In every meeting,In a few meetings,Yes,Yes,3,STAAR/EOC percentase of stdesnts who will meet or master progress in all grades in  all subjects will ilncrease from 1% to 70% by 2022.,St outcomes for post secondary readiness including CTE coherent sequence and AP/dual credit course completio will increase from 26% to 50% by 2022.,26-50%,Not enough time,Entirely,Substantial Input,No Input,No Input,No Input,No Input,No Input,No Input,,,Strongly Disagree,Disagree,Strongly Disagree,Monthly,Annually,Monthly,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Yes,Some,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
10776735417,236389336,6/4/2019 19:13,6/4/2019 19:24,,"Yes, I agree to participate.",School Board Member,6,"50,000 or more",More than 12,In most meetings,In most meetings,In every meeting,In a few meetings,In no meetings,In every meeting,In every meeting,No,Yes,4,Graduation rate,Achievement gap,26-50%,Not enough time,"Mostly, but other measures are also considered.",Moderate Input,Moderate Input,Substantial Input,Moderate Input,Moderate Input,Limited Input,Limited Input,,,Strongly Agree,Strongly Agree,Strongly Agree,Monthly,Quarterly,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Yes,All,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
10776718334,236390093,6/4/2019 19:01,6/4/2019 19:54,,"Yes, I agree to participate.",School Board Member,9,"Less than 1,000",12,In a few meetings,In most meetings,In every meeting,In a few meetings,In a few meetings,In every meeting,In a few meetings,Yes,Yes,3,Student outcomes for meeting CCMR will increase from 10% to 50% by 2022,Percentage of students who reach their progress measure in math will increase from 58% to 70% and in reading from 61% to 71% by 2022.,26-50%,About the right amount of time,"Mostly, but other measures are also considered.",Substantial Input,Substantial Input,Limited Input,Limited Input,Moderate Input,Moderate Input,Limited Input,,,Strongly Agree,Agree,Agree,Monthly,Annually,Monthly,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Yes,Some,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
10776609655,236392184,6/4/2019 17:51,6/4/2019 17:54,,"Yes, I agree to participate.",School Board Member,7,"1,000-4,999",12,In a few meetings,In a few meetings,In no meetings,In most meetings,In a few meetings,In a few meetings,In a few meetings,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10776533459,236402841,6/4/2019 17:06,6/4/2019 17:18,,"Yes, I agree to participate.",Superintendent,1,"Less than 1,000",More than 12,In every meeting,In every meeting,In every meeting,In a few meetings,In a few meetings,In a few meetings,In a few meetings,Yes,Yes,4,To foster well-trained human capital in order to support student success and achievement.,"To build, maintain, and improve student academic performance through a collaborative partnership between home, school, and community.",0-25%,Not enough time,"Somewhat, but other measures are more important.",Substantial Input,Substantial Input,Substantial Input,Substantial Input,Limited Input,Limited Input,Limited Input,No Input,,Strongly Agree,Strongly Agree,Strongly Agree,Quarterly,Annually,Quarterly,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,No,,,,,,,,,
10776443502,236400038,6/4/2019 16:19,6/4/2019 16:27,,"Yes, I agree to participate.",School Board Member,6,"15,000-49,999",12,In a few meetings,In a few meetings,In every meeting,In most meetings,In a few meetings,In every meeting,In a few meetings,Yes,Yes,3,performance math,performance reading,26-50%,Not enough time,"Mostly, but other measures are also considered.",Moderate Input,Substantial Input,Moderate Input,Moderate Input,Limited Input,Limited Input,Limited Input,,,Strongly Agree,Agree,Agree,Quarterly,Bi-Annually,Don't Know,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Yes,All,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
10776426451,236402708,6/4/2019 16:11,6/4/2019 16:22,,"Yes, I agree to participate.",School Board Member,3,"Less than 1,000",10,In most meetings,In most meetings,In every meeting,In a few meetings,In a few meetings,In every meeting,In a few meetings,Yes,Yes,4,The percentage of students in grades K-3 who are reading on or above grade level on Multiple measures will increase from 50% to 75% by the end of the school year 2023,The percentage of students who perform at the meets grade level or above for all grades on state math exams will increase from 25% to 50% by the end of the school year 2023,26-50%,Not enough time,"Mostly, but other measures are also considered.",Substantial Input,Substantial Input,Moderate Input,Moderate Input,Limited Input,Limited Input,Limited Input,,,Strongly Agree,Strongly Agree,Strongly Agree,Monthly,Bi-Annually,Monthly,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Yes,All,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree
10776343538,236401650,6/4/2019 15:34,6/4/2019 15:41,,"Yes, I agree to participate.",School Board Member,4,"1,000-4,999",More than 12,In most meetings,In every meeting,In every meeting,In a few meetings,In a few meetings,In every meeting,In a few meetings,Yes,Yes,3,The percent of students reading on grade level will increase by 2 percentage points in 2018-19.,The percent of students on grade level in math will increase by 2 percentage points in 2018-19.,26-50%,Not enough time,"Mostly, but other measures are also considered.",Substantial Input,Moderate Input,Moderate Input,Moderate Input,Moderate Input,Moderate Input,Moderate Input,,,Strongly Disagree,Strongly Disagree,Disagree,Monthly,Quarterly,Monthly,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable,Agree,Strongly Agree,No,,,,,,,,,
10776313030,236399684,6/4/2019 15:21,6/4/2019 15:27,,"Yes, I agree to participate.",Superintendent,1,"Less than 1,000",10,In every meeting,In a few meetings,In every meeting,In a few meetings,In a few meetings,In every meeting,In a few meetings,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10776249680,236398157,6/4/2019 14:57,6/4/2019 15:10,,"Yes, I agree to participate.",School Board Member,5,"1,000-4,999",More than 12,In a few meetings,In a few meetings,In every meeting,In a few meetings,In a few meetings,In every meeting,In a few meetings,Yes,Yes,3,"Snyder ISD’s district-wide reading and writing student performance will improve from a 55% (Approaches Grade Level) success rate, which is 10% below the state average, to the state average by 2020 and will be 10% above the state average by 2022.",The SISD all student all tests average performance levels in met Progress Growth Measure for Reading and Math will improve from a 2018 STAAR Score of 55% to 70% by the year 2020.,76-100%,About the right amount of time,"Mostly, but other measures are also considered.",Substantial Input,Substantial Input,Moderate Input,Moderate Input,Moderate Input,Limited Input,Limited Input,,,Strongly Agree,Agree,Strongly Agree,Monthly,Quarterly,Monthly,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Yes,All,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree
10776233706,236392386,6/4/2019 14:49,6/4/2019 14:54,,"Yes, I agree to participate.",School Board Member,7,"Less than 1,000",More than 12,In a few meetings,In every meeting,In every meeting,In most meetings,In a few meetings,In every meeting,In every meeting,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10776143681,236392184,6/4/2019 14:15,6/4/2019 14:25,,"Yes, I agree to participate.",School Board Member,7 years,"Less than 1,000",More than 12,In a few meetings,In most meetings,In every meeting,In a few meetings,In a few meetings,In every meeting,In no meetings,Yes,Yes,4,# students mastering reading,# students mastering math,51-75%,About the right amount of time,Not at all.,Moderate Input,Substantial Input,,,Moderate Input,Moderate Input,Moderate Input,,,Disagree,Disagree,Agree,Bi-Annually,Annually,Quarterly,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Yes,All,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree
10776109715,236392697,6/4/2019 14:02,6/4/2019 21:20,,"Yes, I agree to participate.",School Board Member,10,"1,000-4,999",More than 12,In most meetings,In most meetings,In every meeting,In most meetings,In a few meetings,In every meeting,In a few meetings,Yes,Yes,3,,,0-25%,About the right amount of time,"Mostly, but other measures are also considered.",Substantial Input,Substantial Input,Substantial Input,Substantial Input,Moderate Input,Moderate Input,,Limited Input,,Strongly Agree,Strongly Agree,Agree,Monthly,Quarterly,Monthly,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Yes,Some,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree
10776098977,236402532,6/4/2019 13:58,6/4/2019 14:08,,"Yes, I agree to participate.",Superintendent,6,"1,000-4,999",More than 12,In a few meetings,In a few meetings,In most meetings,In a few meetings,In a few meetings,In every meeting,In most meetings,Yes,Yes,3,%2nd graders reading on grade level at the end of second grade,% of third graders at or above grade level in mathematics ,26-50%,Not enough time,Entirely,Moderate Input,Moderate Input,Moderate Input,,Moderate Input,Moderate Input,Moderate Input,,,Disagree,Disagree,Disagree,Monthly,Annually,Monthly,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Yes,Some,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
10776071222,236400038,6/4/2019 13:47,6/4/2019 13:49,,"Yes, I agree to participate.",School Board Member,16,"15,000-49,999",More than 12,In a few meetings,In a few meetings,In most meetings,In a few meetings,In a few meetings,In every meeting,In a few meetings,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10776062577,236392184,6/4/2019 13:44,6/4/2019 13:49,,"Yes, I agree to participate.",Superintendent,8,"1,000-4,999",More than 12,In a few meetings,In most meetings,In most meetings,In a few meetings,In a few meetings,In every meeting,In a few meetings,Yes,No,,,,,,,Moderate Input,Moderate Input,Moderate Input,Moderate Input,Limited Input,Limited Input,Limited Input,,,Disagree,Strongly Disagree,Disagree,Monthly,Annually,Monthly,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Yes,All,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree
10776052816,236393400,6/4/2019 13:40,6/4/2019 13:48,,"Yes, I agree to participate.",School Board Member,1,"5,000-14,999",11,In a few meetings,In a few meetings,In most meetings,In no meetings,In a few meetings,In every meeting,In a few meetings,Yes,Yes,3,CCMP,Staff dev related to student perf,26-50%,About the right amount of time,"Mostly, but other measures are also considered.",Substantial Input,Substantial Input,Substantial Input,Substantial Input,Limited Input,Limited Input,Limited Input,,,Strongly Agree,Strongly Agree,Agree,Monthly,Quarterly,Quarterly,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Not Applicable,Strongly Disagree,Yes,All,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
10776029989,236403722,6/4/2019 13:32,6/4/2019 13:38,,"Yes, I agree to participate.",School Board Member,8,"Less than 1,000",More than 12,In most meetings,In every meeting,In most meetings,In a few meetings,In no meetings,In most meetings,In most meetings,Yes,Yes,3,(Third Grade literacy will increase from 42% Meets Expectation on STAAR to 85% Meets Expectation on STAAR by 2021.,,26-50%,About the right amount of time,"Somewhat, but other measures are more important.",Substantial Input,Substantial Input,Substantial Input,Substantial Input,Moderate Input,Moderate Input,Moderate Input,,,Strongly Agree,Strongly Agree,Agree,Quarterly,Bi-Annually,Monthly,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Yes,All,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
10776026001,236401226,6/4/2019 13:30,6/4/2019 13:38,,"Yes, I agree to participate.",School Board Member,4,"Less than 1,000",6,In every meeting,In most meetings,In every meeting,In a few meetings,In a few meetings,In most meetings,In a few meetings,No,Yes,2,Increase test scores,Safety in classrooms ,26-50%,Not enough time,"Mostly, but other measures are also considered.",Moderate Input,Moderate Input,Limited Input,Limited Input,No Input,No Input,No Input,No Input,,Agree,Agree,Agree,Monthly,Don't Know,Monthly,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Yes,,,,,,,,,
